1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1716|2018011801|18/01/2018|20:45|19/01/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|19/01/2018|01:45|19/01/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-08-C4|10|10|1||G|18/01/2018|20:45|18/01/2018|15:45|18/01/2018|15:45||18/01/2018|07:30|1801|||CB2|
59|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5837|2018011902|19/01/2018|02:07|19/01/2018|07:30|PPA1|08|CD16|01|||||||||||||PPA1-08|722F-P-P1|19/01/2018|07:30|19/01/2018|13:08||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
60|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5837|2018011902|19/01/2018|02:07|19/01/2018|07:30|PPA1|08|CD16|01|||||||||||||PPA1-08|722F-P-P1|19/01/2018|07:30|19/01/2018|13:08||4|86120-0KA41-00|RECEIVER ASSY  RADIO|K049|A5.SA- R10|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
61|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5837|2018011902|19/01/2018|02:07|19/01/2018|07:30|PPA1|08|CD16|01|||||||||||||PPA1-08|722F-P-P1|19/01/2018|07:30|19/01/2018|13:08||5|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
62|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5940|2018011902|18/01/2018|16:10|18/01/2018|22:40|PSA|05|SD11|06|||||||||||||PSA-05|722B-S-S1|18/01/2018|22:40|19/01/2018|10:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 05.|4|24|6|||18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
63|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5940|2018011902|18/01/2018|16:10|18/01/2018|22:40|PSA|05|SD11|06|||||||||||||PSA-05|722B-S-S1|18/01/2018|22:40|19/01/2018|10:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A03|4|20|5||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
64|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5940|2018011902|18/01/2018|16:10|18/01/2018|22:40|PSA|05|SD11|06|||||||||||||PSA-05|722B-S-S1|18/01/2018|22:40|19/01/2018|10:33||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
65|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5940|2018011902|18/01/2018|16:10|18/01/2018|22:40|PSA|05|SD11|06|||||||||||||PSA-05|722B-S-S1|18/01/2018|22:40|19/01/2018|10:33||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1. - A08|4|16|4||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
66|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B5940|2018011902|18/01/2018|16:10|18/01/2018|22:40|PSA|05|SD11|06|||||||||||||PSA-05|722B-S-S1|18/01/2018|22:40|19/01/2018|10:33||5|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1. - A08|4|8|2||8|18/01/2018|16:10|18/01/2018|12:00|18/01/2018|12:00||18/01/2018|07:30|1901||||
67|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5838|2018011903|19/01/2018|02:07|19/01/2018|07:30|PPA1|12|CD16|01|||||||||||||PPA1-12|722F-P-P1|19/01/2018|07:30|19/01/2018|15:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
68|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5838|2018011903|19/01/2018|02:07|19/01/2018|07:30|PPA1|12|CD16|01|||||||||||||PPA1-12|722F-P-P1|19/01/2018|07:30|19/01/2018|15:51||2|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
69|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5838|2018011903|19/01/2018|02:07|19/01/2018|07:30|PPA1|12|CD16|01|||||||||||||PPA1-12|722F-P-P1|19/01/2018|07:30|19/01/2018|15:51||3|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|8|2|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
70|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5838|2018011903|19/01/2018|02:07|19/01/2018|07:30|PPA1|12|CD16|01|||||||||||||PPA1-12|722F-P-P1|19/01/2018|07:30|19/01/2018|15:51||4|86100-0K143-00|RECEIVER ASSY  RADIO & NAVIGATION|U803|A5.SA- R10|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
71|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5838|2018011903|19/01/2018|02:07|19/01/2018|07:30|PPA1|12|CD16|01|||||||||||||PPA1-12|722F-P-P1|19/01/2018|07:30|19/01/2018|15:51||5|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|A5.SA- R10|4|4|1|||19/01/2018|02:07|18/01/2018|20:12|18/01/2018|20:12||18/01/2018|07:30|1901||||
