1|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLAC2A0943|2019080101|01/08/2019|13:31|01/08/2019|19:30|PK2|15|KD02|01|||||||||||||PK2-15|722C-C-C2|01/08/2019|19:30|01/08/2019|20:46||1|89040-02070-00|SIREN ASSY  THEFT WARNING|475C|LI   -  07|12|12|1||B|01/08/2019|13:31|01/08/2019|08:38|01/08/2019|08:38||01/08/2019|07:30|0108||||
58|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8736|2019080204|02/08/2019|03:20|02/08/2019|08:30|PSA|10|PD02|01|||||||||||||PSA-10|722B-S-S1|02/08/2019|08:30|02/08/2019|15:42||5|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|4|1||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
59|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7965|2019080205|02/08/2019|03:31|02/08/2019|09:06|PPA1|17|CD16|01|||||||||||||PPA1-17|722F-P-P1|02/08/2019|09:06|02/08/2019|22:33||1|86100-0K144-00|RECEIVER ASSY  RADIO & NAVIGATION|B036|SA.R -  12|4|4|1||F|02/08/2019|03:31|01/08/2019|21:36|01/08/2019|21:36||01/08/2019|07:30|0208||F1||
60|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7965|2019080205|02/08/2019|03:31|02/08/2019|09:06|PPA1|17|CD16|01|||||||||||||PPA1-17|722F-P-P1|02/08/2019|09:06|02/08/2019|22:33||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|48|12||F|02/08/2019|03:31|01/08/2019|21:36|01/08/2019|21:36||01/08/2019|07:30|0208||F1||
61|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7965|2019080205|02/08/2019|03:31|02/08/2019|09:06|PPA1|17|CD16|01|||||||||||||PPA1-17|722F-P-P1|02/08/2019|09:06|02/08/2019|22:33||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|SA.R -  12|4|4|1||F|02/08/2019|03:31|01/08/2019|21:36|01/08/2019|21:36||01/08/2019|07:30|0208||F1||
62|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7965|2019080205|02/08/2019|03:31|02/08/2019|09:06|PPA1|17|CD16|01|||||||||||||PPA1-17|722F-P-P1|02/08/2019|09:06|02/08/2019|22:33||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|SA.R -  13|4|8|2||F|02/08/2019|03:31|01/08/2019|21:36|01/08/2019|21:36||01/08/2019|07:30|0208||F1||
63|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7965|2019080205|02/08/2019|03:31|02/08/2019|09:06|PPA1|17|CD16|01|||||||||||||PPA1-17|722F-P-P1|02/08/2019|09:06|02/08/2019|22:33||5|86140-0K621-00|RECEIVER ASSY  RADIO & DISPLAY|J110|SA.R -  13|4|4|1||F|02/08/2019|03:31|01/08/2019|21:36|01/08/2019|21:36||01/08/2019|07:30|0208||F1||
64|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7965|2019080205|02/08/2019|03:31|02/08/2019|09:06|PPA1|17|CD16|01|||||||||||||PPA1-17|722F-P-P1|02/08/2019|09:06|02/08/2019|22:33||6|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|SA.R -  13|4|4|1||F|02/08/2019|03:31|01/08/2019|21:36|01/08/2019|21:36||01/08/2019|07:30|0208||F1||
65|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8737|2019080205|02/08/2019|03:20|02/08/2019|08:30|PSA|13|PD02|01|||||||||||||PSA-13|722B-S-S1|02/08/2019|08:30|02/08/2019|19:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|36|9||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
66|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8737|2019080205|02/08/2019|03:20|02/08/2019|08:30|PSA|13|PD02|01|||||||||||||PSA-13|722B-S-S1|02/08/2019|08:30|02/08/2019|19:30||2|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
67|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8737|2019080205|02/08/2019|03:20|02/08/2019|08:30|PSA|13|PD02|01|||||||||||||PSA-13|722B-S-S1|02/08/2019|08:30|02/08/2019|19:30||3|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
68|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8737|2019080205|02/08/2019|03:20|02/08/2019|08:30|PSA|13|PD02|01|||||||||||||PSA-13|722B-S-S1|02/08/2019|08:30|02/08/2019|19:30||4|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|4|1||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
69|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8738|2019080206|02/08/2019|03:20|02/08/2019|08:30|PSA|16|PD02|01|||||||||||||PSA-16|722B-S-S1|02/08/2019|08:30|02/08/2019|21:57||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|48|12||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
70|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8738|2019080206|02/08/2019|03:20|02/08/2019|08:30|PSA|16|PD02|01|||||||||||||PSA-16|722B-S-S1|02/08/2019|08:30|02/08/2019|21:57||2|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
71|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8738|2019080206|02/08/2019|03:20|02/08/2019|08:30|PSA|16|PD02|01|||||||||||||PSA-16|722B-S-S1|02/08/2019|08:30|02/08/2019|21:57||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|8|2||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
72|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8738|2019080206|02/08/2019|03:20|02/08/2019|08:30|PSA|16|PD02|01|||||||||||||PSA-16|722B-S-S1|02/08/2019|08:30|02/08/2019|21:57||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
73|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8738|2019080206|02/08/2019|03:20|02/08/2019|08:30|PSA|16|PD02|01|||||||||||||PSA-16|722B-S-S1|02/08/2019|08:30|02/08/2019|21:57||5|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|8|2||F|02/08/2019|03:20|01/08/2019|23:10|01/08/2019|23:10||01/08/2019|07:30|0208||F1||
