1|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|B|BANGPAKONG|BN|1|1B FTTLABNA1496|2016110301|03/11/2016|20:55|04/11/2016|00:50|PSF|22|ED06|02|||||||||||||PSF-22|722E-B-PK|04/11/2016|00:50|04/11/2016|02:25||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L1-04-A4|10|20|2||V|03/11/2016|20:55|03/11/2016|15:55|03/11/2016|15:55||03/11/2016|07:30|0311|||CB2|
12|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4112|2016110305|03/11/2016|09:05|03/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|03/11/2016|15:45|03/11/2016|22:13||6|86120-0KA10-00|RECEIVER ASSY RADIO|A793|IP1. - A08|4|4|1||B|03/11/2016|09:05|03/11/2016|04:55|03/11/2016|04:55||02/11/2016|07:30|0311||||
13|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4112|2016110305|03/11/2016|09:05|03/11/2016|15:45|PSA|17|SD10|02|||||||||||||PSA-17|722B-S-S1|03/11/2016|15:45|03/11/2016|22:13||7|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|4|1||B|03/11/2016|09:05|03/11/2016|04:55|03/11/2016|04:55||02/11/2016|07:30|0311||||
14|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4294|2016110306|03/11/2016|08:15|03/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|03/11/2016|14:40|03/11/2016|23:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|12|3||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
15|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4294|2016110306|03/11/2016|08:15|03/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|03/11/2016|14:40|03/11/2016|23:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
16|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4294|2016110306|03/11/2016|08:15|03/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|03/11/2016|14:40|03/11/2016|23:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
17|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4294|2016110306|03/11/2016|08:15|03/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|03/11/2016|14:40|03/11/2016|23:01||4|86120-0KC40-00|RECEIVER ASSY  RADIO|H561|A4.SA- R11|4|4|1||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
18|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4294|2016110306|03/11/2016|08:15|03/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|03/11/2016|14:40|03/11/2016|23:01||5|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
19|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4294|2016110306|03/11/2016|08:15|03/11/2016|14:40|PPA1|24|CD16|01|||||||||||||PPA1-24|722F-P-P1|03/11/2016|14:40|03/11/2016|23:01||6|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
20|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4113|2016110306|03/11/2016|09:05|03/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|03/11/2016|15:45|04/11/2016|01:46||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|40|10||B|03/11/2016|09:05|03/11/2016|04:55|03/11/2016|04:55||02/11/2016|07:30|0311||||
21|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4113|2016110306|03/11/2016|09:05|03/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|03/11/2016|15:45|04/11/2016|01:46||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 02.|4|12|3||B|03/11/2016|09:05|03/11/2016|04:55|03/11/2016|04:55||02/11/2016|07:30|0311||||
22|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4113|2016110306|03/11/2016|09:05|03/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|03/11/2016|15:45|04/11/2016|01:46||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|4|1||B|03/11/2016|09:05|03/11/2016|04:55|03/11/2016|04:55||02/11/2016|07:30|0311||||
23|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4113|2016110306|03/11/2016|09:05|03/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|03/11/2016|15:45|04/11/2016|01:46||4|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1. - A03|4|4|1||B|03/11/2016|09:05|03/11/2016|04:55|03/11/2016|04:55||02/11/2016|07:30|0311||||
24|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4113|2016110306|03/11/2016|09:05|03/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|03/11/2016|15:45|04/11/2016|01:46||5|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|8|2||B|03/11/2016|09:05|03/11/2016|04:55|03/11/2016|04:55||02/11/2016|07:30|0311||||
25|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4113|2016110306|03/11/2016|09:05|03/11/2016|15:45|PSA|21|SD10|02|||||||||||||PSA-21|722B-S-S1|03/11/2016|15:45|04/11/2016|01:46||6|86120-0KA50-00|RECEIVER ASSY RADIO|A796|IP1. - A08|4|4|1||B|03/11/2016|09:05|03/11/2016|04:55|03/11/2016|04:55||02/11/2016|07:30|0311||||
26|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4295|2016110307|03/11/2016|08:15|03/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|03/11/2016|14:40|04/11/2016|01:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|4|1||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
27|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4295|2016110307|03/11/2016|08:15|03/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|03/11/2016|14:40|04/11/2016|01:56||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|12|3||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
28|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4295|2016110307|03/11/2016|08:15|03/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|03/11/2016|14:40|04/11/2016|01:56||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
29|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4295|2016110307|03/11/2016|08:15|03/11/2016|14:40|PPA1|28|CD16|01|||||||||||||PPA1-28|722F-P-P1|03/11/2016|14:40|04/11/2016|01:56||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
30|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4296|2016110308|03/11/2016|08:15|03/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|03/11/2016|14:40|04/11/2016|04:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
31|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4296|2016110308|03/11/2016|08:15|03/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|03/11/2016|14:40|04/11/2016|04:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
32|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4296|2016110308|03/11/2016|08:15|03/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|03/11/2016|14:40|04/11/2016|04:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|8|2||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
33|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4296|2016110308|03/11/2016|08:15|03/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|03/11/2016|14:40|04/11/2016|04:01||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
34|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4296|2016110308|03/11/2016|08:15|03/11/2016|14:40|PPA1|32|CD16|01|||||||||||||PPA1-32|722F-P-P1|03/11/2016|14:40|04/11/2016|04:01||5|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|03/11/2016|08:15|03/11/2016|02:20|03/11/2016|02:20||02/11/2016|07:30|0311||||
35|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4297|2016110401|03/11/2016|19:45|04/11/2016|03:00|PPA1|04|CD16|02|||||||||||||PPA1-04|722F-P-P1|04/11/2016|03:00|04/11/2016|08:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
36|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4297|2016110401|03/11/2016|19:45|04/11/2016|03:00|PPA1|04|CD16|02|||||||||||||PPA1-04|722F-P-P1|04/11/2016|03:00|04/11/2016|08:56||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
37|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4297|2016110401|03/11/2016|19:45|04/11/2016|03:00|PPA1|04|CD16|02|||||||||||||PPA1-04|722F-P-P1|04/11/2016|03:00|04/11/2016|08:56||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|12|3||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
38|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4297|2016110401|03/11/2016|19:45|04/11/2016|03:00|PPA1|04|CD16|02|||||||||||||PPA1-04|722F-P-P1|04/11/2016|03:00|04/11/2016|08:56||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
39|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4114|2016110401|03/11/2016|14:08|03/11/2016|21:10|PSA|01|SD10|03|||||||||||||PSA-01|722B-S-S1|03/11/2016|21:10|04/11/2016|07:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|40|10||B|03/11/2016|14:08|03/11/2016|09:58|03/11/2016|09:58||03/11/2016|07:30|0411||||
40|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4114|2016110401|03/11/2016|14:08|03/11/2016|21:10|PSA|01|SD10|03|||||||||||||PSA-01|722B-S-S1|03/11/2016|21:10|04/11/2016|07:30||2|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|4|1||B|03/11/2016|14:08|03/11/2016|09:58|03/11/2016|09:58||03/11/2016|07:30|0411||||
41|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4114|2016110401|03/11/2016|14:08|03/11/2016|21:10|PSA|01|SD10|03|||||||||||||PSA-01|722B-S-S1|03/11/2016|21:10|04/11/2016|07:30||3|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1. - A03|4|4|1||B|03/11/2016|14:08|03/11/2016|09:58|03/11/2016|09:58||03/11/2016|07:30|0411||||
42|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|C|GATEWAY#2|C2|1|1C FTTLAC2A0813|2016110402|03/11/2016|23:20|04/11/2016|08:15|PK2|10|KD01|01|||||||||||||PK2-10|722C-C-C2|04/11/2016|08:15|04/11/2016|19:30||1|86100-02240-00|RECEIVER ASSY  RADIO & NAVIGATION|T497|LR   -  08|3|6|2||D|03/11/2016|23:20|03/11/2016|18:27|03/11/2016|18:27||03/11/2016|07:30|0411||R1||
43|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|C|GATEWAY#2|C2|1|1C FTTLAC2A0813|2016110402|03/11/2016|23:20|04/11/2016|08:15|PK2|10|KD01|01|||||||||||||PK2-10|722C-C-C2|04/11/2016|08:15|04/11/2016|19:30||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LR   -  08|3|12|4||D|03/11/2016|23:20|03/11/2016|18:27|03/11/2016|18:27||03/11/2016|07:30|0411||R1||
44|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4298|2016110402|03/11/2016|19:45|04/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|04/11/2016|03:00|04/11/2016|11:01||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|4|1||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
45|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4298|2016110402|03/11/2016|19:45|04/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|04/11/2016|03:00|04/11/2016|11:01||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
46|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4298|2016110402|03/11/2016|19:45|04/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|04/11/2016|03:00|04/11/2016|11:01||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|4|1||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
47|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4298|2016110402|03/11/2016|19:45|04/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|04/11/2016|03:00|04/11/2016|11:01||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|4|1||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
48|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4298|2016110402|03/11/2016|19:45|04/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|04/11/2016|03:00|04/11/2016|11:01||5|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
49|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4298|2016110402|03/11/2016|19:45|04/11/2016|03:00|PPA1|08|CD16|02|||||||||||||PPA1-08|722F-P-P1|04/11/2016|03:00|04/11/2016|11:01||6|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
50|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4115|2016110402|03/11/2016|21:05|04/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|04/11/2016|03:41|04/11/2016|10:13||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 09.|4|28|7||B|03/11/2016|21:05|03/11/2016|16:55|03/11/2016|16:55||03/11/2016|07:30|0411||||
51|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4115|2016110402|03/11/2016|21:05|04/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|04/11/2016|03:41|04/11/2016|10:13||2|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|B    - 02.|4|4|1||B|03/11/2016|21:05|03/11/2016|16:55|03/11/2016|16:55||03/11/2016|07:30|0411||||
52|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4115|2016110402|03/11/2016|21:05|04/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|04/11/2016|03:41|04/11/2016|10:13||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|C    - 09.|4|4|1||B|03/11/2016|21:05|03/11/2016|16:55|03/11/2016|16:55||03/11/2016|07:30|0411||||
53|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4115|2016110402|03/11/2016|21:05|04/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|04/11/2016|03:41|04/11/2016|10:13||4|86100-0K142-00|RECEIVER ASSY RADIO & NAVIGATION|D860|IP1. - A03|4|4|1||B|03/11/2016|21:05|03/11/2016|16:55|03/11/2016|16:55||03/11/2016|07:30|0411||||
54|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|S|SAMRONG|S1|1|1S FTTLAS1B4115|2016110402|03/11/2016|21:05|04/11/2016|03:41|PSA|05|SD10|04|||||||||||||PSA-05|722B-S-S1|04/11/2016|03:41|04/11/2016|10:13||5|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1. - A08|4|8|2||B|03/11/2016|21:05|03/11/2016|16:55|03/11/2016|16:55||03/11/2016|07:30|0411||||
55|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4299|2016110403|03/11/2016|19:45|04/11/2016|03:00|PPA1|12|CD16|02|||||||||||||PPA1-12|722F-P-P1|04/11/2016|03:00|04/11/2016|13:56||1|86100-0K142-00|RECEIVER ASSY  RADIO & NAVIGATION|K029|A4.SA- R11|4|8|2||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
56|FTTL|A|FUJITSU TEN (THAILAND) CO.,LTD.|P|BANPHO|P1|1|1P FTTLAP1B4299|2016110403|03/11/2016|19:45|04/11/2016|03:00|PPA1|12|CD16|02|||||||||||||PPA1-12|722F-P-P1|04/11/2016|03:00|04/11/2016|13:56||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|32|8||3|03/11/2016|19:45|03/11/2016|13:50|03/11/2016|13:50||03/11/2016|07:30|0411||||
