"Customer code","Customer ship to","Order","CPO DATE","Customer Requested Date","fixed Y","Qty","","Customer Part no","Currency","Ship Method","CPO DATE ","","","fixed 1","order_type" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511020","02112015","04112015","Y","Order Type","","52033623","THB","Road","02112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511020","02112015","04112015","Y","Order Type","","52033625","THB","Road","02112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511028","03112015","05112015","Y","Order Type","","52026924","THB","Road","03112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511029","03112015","05112015","Y","Order Type","","52033622","THB","Road","03112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511029","03112015","05112015","Y","Order Type","","52033623","THB","Road","03112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511029","03112015","05112015","Y","Order Type","","52033624","THB","Road","03112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511029","03112015","05112015","Y","Order Type","","52033625","THB","Road","03112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511038","04112015","06112015","Y","Order Type","","52026924","THB","Road","04112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511038","04112015","06112015","Y","Order Type","","52029707","THB","Road","04112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511039","04112015","06112015","Y","Order Type","","52033621","THB","Road","04112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511040","04112015","06112015","Y","Order Type","","52033623","THB","Road","04112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511040","04112015","06112015","Y","Order Type","","52033625","THB","Road","04112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511051","05112015","07112015","Y","Order Type","","52026924","THB","Road","05112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511051","05112015","07112015","Y","Order Type","","52029707","THB","Road","05112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511068","07112015","09112015","Y","Order Type","","52029686","THB","Road","07112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511068","07112015","09112015","Y","Order Type","","52029707","THB","Road","07112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511068","07112015","09112015","Y","Order Type","","52026924","THB","Road","07112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511069","07112015","09112015","Y","Order Type","","52033622","THB","Road","07112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511069","07112015","09112015","Y","Order Type","","52033623","THB","Road","07112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511069","07112015","09112015","Y","Order Type","","52033624","THB","Road","07112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511069","07112015","09112015","Y","Order Type","","52033625","THB","Road","07112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511078","08112015","10112015","Y","Order Type","","52029686","THB","Road","08112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511078","08112015","10112015","Y","Order Type","","52029707","THB","Road","08112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511079","08112015","10112015","Y","Order Type","","52033621","THB","Road","08112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511080","08112015","10112015","Y","Order Type","","52033622","THB","Road","08112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511080","08112015","10112015","Y","Order Type","","52033623","THB","Road","08112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511080","08112015","10112015","Y","Order Type","","52033624","THB","Road","08112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511080","08112015","10112015","Y","Order Type","","52033625","THB","Road","08112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511081","08112015","10112015","Y","Order Type","","98128501","THB","Road","08112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511089","09112015","11112015","Y","Order Type","","52026924","THB","Road","09112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511089","09112015","11112015","Y","Order Type","","52029707","THB","Road","09112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511090","09112015","11112015","Y","Order Type","","52033623","THB","Road","09112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511090","09112015","11112015","Y","Order Type","","52033625","THB","Road","09112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511097","10112015","12112015","Y","Order Type","","52026924","THB","Road","10112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511097","10112015","12112015","Y","Order Type","","52029686","THB","Road","10112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511097","10112015","12112015","Y","Order Type","","52029707","THB","Road","10112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511098","10112015","12112015","Y","Order Type","","52033621","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511099","10112015","12112015","Y","Order Type","","52033623","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511099","10112015","12112015","Y","Order Type","","52033625","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511108","11112015","13112015","Y","Order Type","","52026924","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511108","11112015","13112015","Y","Order Type","","52029686","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511108","11112015","13112015","Y","Order Type","","52029707","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511109","11112015","13112015","Y","Order Type","","52033623","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511109","11112015","13112015","Y","Order Type","","52033625","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511145","14112015","16112015","Y","Order Type","","52026924","THB","Road","14112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511145","14112015","16112015","Y","Order Type","","52029686","THB","Road","14112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511145","14112015","16112015","Y","Order Type","","52029707","THB","Road","14112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511146","14112015","16112015","Y","Order Type","","52033621","THB","Road","14112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511147","14112015","16112015","Y","Order Type","","52033623","THB","Road","14112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511147","14112015","16112015","Y","Order Type","","52033625","THB","Road","14112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511153","15112015","17112015","Y","Order Type","","52026924","THB","Road","15112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511153","15112015","17112015","Y","Order Type","","52029686","THB","Road","15112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511153","15112015","17112015","Y","Order Type","","52029707","THB","Road","15112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511154","15112015","17112015","Y","Order Type","","52029711","THB","Road","15112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511155","15112015","17112015","Y","Order Type","","52033623","THB","Road","15112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511155","15112015","17112015","Y","Order Type","","52033625","THB","Road","15112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511156","15112015","17112015","Y","Order Type","","98128501","THB","Road","15112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511165","16112015","18112015","Y","Order Type","","52026924","THB","Road","16112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511165","16112015","18112015","Y","Order Type","","52029686","THB","Road","16112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511165","16112015","18112015","Y","Order Type","","52029707","THB","Road","16112015","","","1","FTTL_FG_DOMESTIC" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511166","16112015","18112015","Y","Order Type","","52033621","THB","Road","16112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511167","16112015","18112015","Y","Order Type","","52033622","THB","Road","16112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511167","16112015","18112015","Y","Order Type","","52033623","THB","Road","16112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511167","16112015","18112015","Y","Order Type","","52033624","THB","Road","16112015","","","1","FTTL_FG_PASS_THRU" 
"00004","GMTH-RAYONG_FG_SHIP","ASN201511167","16112015","18112015","Y","Order Type","","52033625","THB","Road","16112015","","","1","FTTL_FG_PASS_THRU" 
